,name,longitude,latitude,state,city,tsne_X,tsne_Y,trendy hotel,outdoors,upscale,live entertainment & dancing,hookah & karoke,brunch place,cigar lounge,russian,arcade & video games,price,whiskey presence,vodka presence,beer presence,wine presence,tequila presence,rum presence,shot presence,gin presence,brandy presence,soju presence,cider presence,sake presence
10,Los Cucos Mexican Cafe,-115.2519912,36.0618411,NV,Las Vegas,-7.305316,-4.8438573,-0.12731658255456377,0.7704675525304302,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.5848414503785534,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.6492551674184485,-0.35580800367921617,-0.02022799673265029,-0.11983960241328194,0.20494562122792653,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
11,The Painted Lady,-79.4209542,43.6491122,ON,Toronto,7.125292,-0.39850906,-0.12731658255456377,0.039588738502567236,-0.2038529634096985,3.9148811401946113,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.19815084636069022,-0.3199701786171629,-0.17196027072227987,-0.11983960241328194,0.36787530833359017,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.2068343286591798,-0.1738812674486457
12,Janey's Coffee Co. & Bodega,-111.9387457,33.8333988,AZ,Cave Creek,-1.9463959,2.2777069,-0.12731658255456377,-0.5544682993802225,-0.2038529634096985,0.9402225802420968,-0.11201938503914317,0.4979492355151312,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,0.07829348113696066,-0.05306042281248982,0.4258068432960049,-0.012590466162702488,-0.11983960241328194,-0.3609060524524525,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
13,L'amère À Boire,-73.5659853,45.5164924,QC,Montréal,7.463599,-9.582611,-0.12731658255456377,-1.2040257520609028,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,1.472882694156962,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,0.1600246001341698,3.765028339605899,-0.39007792389480456,-0.17196027072227987,-0.11983960241328194,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
14,Hazelwoods First Place Sports Grill,-112.003173828,33.495639801,AZ,Phoenix,13.89399,2.0956225,-0.12731658255456377,0.8536361191223845,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-2.049495809906267,-0.20671724601060332,0.9746865745249725,0.7831833990091622,-0.3592546910572207,-0.17196027072227987,0.24550419584100838,0.06847263494909665,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.3073005001236047,-0.1738812674486457
15,Uncle Bear's Grill & Bar,-111.8753357,33.2770025,AZ,Chandler,1.4932299,-8.82529,-0.12731658255456377,1.0016385952900069,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.022029403514967127,0.8356871195374475,-0.3178457014875374,-0.17196027072227987,-0.11983960241328194,0.39451950481429704,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.05411916548311708,-0.1738812674486457
16,Mary O'Neill's,-80.7441894,34.9253076,NC,Waxhaw,0.10218812,-3.2501888,-0.12731658255456377,0.8593418460664619,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,0.633030937011801,-0.32709286908919666,-0.0051287650331736274,-0.10964694278423799,-0.17196027072227987,-0.11983960241328194,-0.0717539335980712,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.2068343286591798,-0.1738812674486457
17,Steel Cactus,-80.0043602268,40.447581221,PA,Pittsburgh,0.33566862,-5.3550267,-0.12731658255456377,0.9141244578091288,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.37780986051937865,-0.3350703083692703,-0.17196027072227987,-0.11983960241328194,0.5234364247094089,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
18,Crews & Tangos,-79.3805449,43.6641925,ON,Toronto,7.448024,-0.2568199,-0.12731658255456377,-0.1813070048979815,-0.2038529634096985,4.408904465418693,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,0.8706351662789196,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.456975909958951,-0.39007792389480456,-0.17196027072227987,-0.11983960241328194,0.5077573398573006,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
19,Union Standard,-79.9972048,40.4404227,PA,Pittsburgh,3.8061273,11.009051,-0.12731658255456377,-1.5318644625503612,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,1.7460160282002901,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,1.982068253184578,-0.20671724601060332,-0.32709286908919666,-0.3862236435516037,0.1599982313605376,-0.17196027072227987,0.24238159927473246,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.30374972067475803,-0.1738812674486457
20,JC's Steakhouse,-111.789314188,33.3207276951,AZ,Gilbert,-4.552925,4.6296945,-0.12731658255456377,-0.6307136628440454,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,0.7011585626276158,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.010849067080309508,-0.4616613579112135,0.0966386742107076,-0.17196027072227987,-0.11983960241328194,-0.1592194372284541,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
21,Sirena Taco Joint & Bar,-80.125909,40.27116,PA,McMurray,-12.809776,-3.5377333,-0.12731658255456377,0.8679378679302431,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,0.12272242579049379,-0.32709286908919666,0.11439644686578852,-0.39007792389480456,0.9240136160181986,-0.11983960241328194,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
22,BT'z Sports Bar,-111.6829159,33.4520966,AZ,Mesa,-3.5821133,-3.874943,-0.12731658255456377,0.9941878289347849,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.09474615993523497,-0.39007792389480456,-0.17196027072227987,0.21650865629701707,0.20039750188343344,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.14683908598286943,0.5204304432816266
23,The Living Room,-111.888050157,33.674741214,AZ,Scottsdale,-6.341203,6.2347054,-0.12731658255456377,-0.26717445226157993,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,0.40992069296655387,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,0.09069356880983154,-0.32709286908919666,-0.543982075405824,0.9176262692700945,-0.062024618502941775,-0.11983960241328194,-0.4075818267403125,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
24,Sean Patricks,-115.1841391,36.2618693,NV,North Las Vegas,14.674666,2.311585,-0.12731658255456377,0.7099475072056637,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-2.049495809906267,0.17566808732995579,1.2908330108312704,-0.5049180827562075,-0.32622979873123803,-0.17196027072227987,-0.11983960241328194,0.6897467176049851,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
25,Kandy Bar,-80.8424885,35.2253172,NC,Charlotte,6.66833,-1.1629633,-0.12731658255456377,-0.1864837007150598,-0.2038529634096985,2.7021515817289563,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,1.6700793005607242,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,0.8344949421357543,-0.5860509905669494,-0.3213184044878868,-0.17196027072227987,-0.11983960241328194,1.2133161582021699,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
26,The Draft Sports Grill,-111.8556958,33.3908326,AZ,Mesa,1.0929691,-11.608183,-0.12731658255456377,0.9872942773848038,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,0.9493278254272408,-0.3436429237758471,-0.17196027072227987,-0.11983960241328194,-0.22020017113343734,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.0038307848292281634,-0.1738812674486457
27,Tailgaters Grill,-111.7220739,33.2667706,AZ,Gilbert,-3.2008035,-9.009865,-0.12731658255456377,0.963432096473324,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.0448378869223862,0.1473045608750052,-0.3232462414806041,0.049965905720496105,0.07819722280866982,-0.30184026582398743,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
28,Nu Sanctuary Lounge,-115.1768402,36.0687779,NV,Las Vegas,7.2329245,3.7381036,-0.12731658255456377,0.14158194710024252,-0.2038529634096985,-0.2877679016488073,3.1684794024140412,-0.7337766691487386,-0.10390530757896724,2.1559049973360493,-0.20477544119796098,1.982068253184578,-0.20671724601060332,0.9860063957737912,-0.3240348124438532,-0.2864403873974212,0.172186118833909,-0.11983960241328194,2.738050351791243,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
29,O'Briens Sports Pub,-112.1339396,33.5523141,AZ,Phoenix,12.91535,-1.1609873,-0.12731658255456377,0.6434716047924229,-0.2038529634096985,0.414072480480961,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,0.9441093602057019,-2.049495809906267,0.17566808732995579,-0.32709286908919666,0.11033980147525144,-0.32622979873123803,-0.17196027072227987,-0.11983960241328194,0.6897467176049851,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,0.6072194071229107
30,Stax Burger Bistro,-111.9263968,33.500302,AZ,Scottsdale,-6.9495425,-0.8515269,-0.12731658255456377,0.41767601149752626,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.21277216346050665,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.14622691079288774,-0.24177851007267487,-0.26358206037001786,-0.21837336130803814,-0.17196027072227987,-0.11983960241328194,-0.32137392689825184,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
31,Soul Gastrolounge,-80.8133228,35.2202754,NC,Charlotte,-4.6631007,4.1402307,-0.12731658255456377,-0.4657851264122687,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,0.623095747280424,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.1584884652289112,-0.05500923763110008,-0.5587630455975707,-0.22096667346157436,-0.17196027072227987,-0.02438942088738627,-0.3346403384018012,0.06176146357557891,0.06092266124077902,0.002211099029372653,-0.10814069539144959,0.12167033914599729
32,Todd English P.U.B.,-115.174085,36.1083176,NV,Las Vegas,4.148852,-11.293974,-0.12731658255456377,0.4259027097443458,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.35236768113701944,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.1305123397220933,0.12431420915195861,1.6804829266735624,-0.22975323665134362,-0.15505913130635318,-0.05951237024602546,-0.01668293959097337,-0.15566500279428813,-0.1777358974749815,-0.05393848935338279,0.1548242179262645,-0.1427484291739075
33,Yard House,-81.9515731776,41.4611317195,OH,Westlake,3.7746437,-10.179284,-0.12731658255456377,0.5294245893066627,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.3558076473754212,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,0.7024963272238279,1.4354081885105365,-0.21401188177709088,-0.08201291890645779,-0.03957467703923331,-0.5113831755297326,-0.1812649367821484,1.4277853157037712,-0.05393848935338279,0.0744016480924379,-0.1738812674486457
34,Vanity Nightclub,-115.1538714,36.1100828,NV,Las Vegas,7.8450255,0.9074753,-0.12731658255456377,-0.7903187134679006,-0.2038529634096985,6.702067231294159,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,1.982068253184578,-0.20671724601060332,0.6166972275310759,-0.6166166867387045,-0.39007792389480456,-0.04828266197552451,0.7630745767012531,1.240264585291731,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,0.05393976263472491
35,Playa Papagayos,-115.206984915,36.1461525047,NV,Las Vegas,13.386282,4.200657,-0.12731658255456377,0.7341167727779877,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.4916890543176098,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-2.049495809906267,-0.20671724601060332,-0.32709286908919666,-0.5256804410542321,-0.36192441988567287,-0.17196027072227987,-0.11983960241328194,-0.33483914924221503,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
36,Connolly's Sports Grill,-112.115855,33.797831,AZ,Phoenix,-4.9444313,-5.847299,-0.12731658255456377,0.8241765422800695,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.031001858384797437,-0.14989532602881106,-0.3550240512559837,-0.17196027072227987,-0.11983960241328194,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
37,New Amsterdam,-79.9595543,40.4721491,PA,Lawrenceville,1.7283416,-9.858311,-0.12731658255456377,0.9120940586557849,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,0.20508234374076806,-0.32709286908919666,0.5971372483397025,-0.39007792389480456,-0.17196027072227987,-0.11983960241328194,-0.5113831755297326,0.1645803252653866,-0.1777358974749815,-0.05393848935338279,1.2819894588320013,-0.1738812674486457
38,The Grille Restaurant & Bar,-79.5428851,43.6177085,ON,Etobicoke,-8.152213,-1.3761792,-0.12731658255456377,0.493060011295081,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.30607767028000815,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.6807060496794816,-0.35634683890273167,-0.17196027072227987,-0.11983960241328194,-0.08834371631247352,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
39,Maverick Rock Taco,-80.850106,35.170862,NC,Charlotte,-13.216412,-2.8269682,-0.12731658255456377,0.9198249003135359,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.12253394852104457,-0.29792599066903847,1.5416758752121449,-0.11983960241328194,-0.16466526823311303,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
40,Branca,-79.4389982,43.6500835,ON,Toronto,1.7838714,13.041533,-0.12731658255456377,-2.3489810750887203,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,2.5894983689893203,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,1.982068253184578,-0.20671724601060332,-0.32709286908919666,-0.6191802612563356,0.7272642664676091,0.12486599026993303,-0.11983960241328194,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,0.37288920475144377
41,Beachland Ballroom and Tavern,-81.57044,41.571411,OH,Cleveland,6.9340425,-0.4748696,-0.12731658255456377,0.008591096136196632,-0.2038529634096985,3.5287048443279,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.03810639036437252,0.1485178882627517,-0.021847213022171123,-0.39007792389480456,-0.17196027072227987,-0.11983960241328194,-0.15829512295469744,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.27131740444907243,-0.1738812674486457
42,Big Guy's Sports Grill,-111.9823835,33.6400604,AZ,Phoenix,13.303935,2.1867952,-0.12731658255456377,0.7651649109012084,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-2.049495809906267,-0.20671724601060332,0.27693279274777777,0.5990303495219531,-0.3185680237116101,-0.17196027072227987,0.7277580095366718,-0.06296134875943796,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
43,Chili's,-80.8564914,35.3484695,NC,Charlotte,-11.438038,-6.0450807,-0.12731658255456377,0.9692540810901492,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.6025780643802486,-0.39007792389480456,0.20496196545830792,-0.11983960241328194,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
44,Legends,-88.2311706,40.1104968,IL,Champaign,13.659985,0.9011641,-0.12731658255456377,0.8142646949383694,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-2.049495809906267,0.08265543867954955,0.08103257809794825,0.9488959139605989,-0.39007792389480456,-0.17196027072227987,-0.11983960241328194,1.3065431492147053,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
45,KINKA IZAKAYA BLOOR,-79.410658,43.665157,ON,Toronto,-13.145496,3.49682,-0.12731658255456377,-0.7280838674701031,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,0.8675226487746789,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,0.27243632380110056,-0.44254170739633614,-0.32797255152726595,-0.11303694347816814,-0.11983960241328194,1.0464097710668245,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,14.696104775511605
46,Uptown Bar &  Lounge,-80.9470832348,35.2202707977,NC,Charlotte,-4.4059057,-4.7055964,-0.12731658255456377,0.8165493343558539,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,0.6166972275310759,-0.14235540097695498,-0.2224765953404425,-0.17196027072227987,-0.11983960241328194,-0.5113831755297326,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
47,Las Vegas Golf Center,-115.1708484,36.0669136,NV,Las Vegas,10.013845,-5.163919,-0.12731658255456377,0.1418737656020389,-0.2038529634096985,0.6969846665146587,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,2.585699660513666,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,-0.3397197523945766,-0.3685387973336014,-0.17196027072227987,-0.11983960241328194,0.16395090093155448,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,0.08962257457549383
48,Cocktail Bar,-79.413511,43.6507761,ON,Toronto,4.2881618,3.4996114,-0.12731658255456377,-1.467926852658782,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,1.362095431500467,-0.10390530757896724,2.5065799289236943,-0.20477544119796098,1.982068253184578,0.028596805275894626,4.983022839367722,-0.5995731418687397,-0.07574869232032332,0.6108782198066333,0.3458733711855937,-0.5113831755297326,3.3760006157067823,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,0.3067960707492352
49,"Or, The Whale",-79.9984685,40.437299,PA,Pittsburgh,-0.98009276,7.8365555,-0.12731658255456377,-1.7144935232379814,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,1.8290881559764294,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.06856512557788517,-0.13224588139985008,-0.569562689947347,-0.020994568110575006,-0.17196027072227987,0.29028827433669563,-0.5113831755297326,0.2828370922880921,-0.1777358974749815,-0.05393848935338279,-0.10814069539144959,-0.1738812674486457
50,Hot House Restaurant & Bar,-79.37368318,43.648847496,ON,Toronto,-2.8563504,6.0856533,-0.12731658255456377,-1.1361603355943397,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,1.1898131349432082,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.13313106502410396,0.08804504282624968,-0.6215059783444957,-0.07061788871214882,-0.17196027072227987,-0.11983960241328194,-0.2802379039986529,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,-0.0529388870526795,-0.023566361001885708
51,Tilted Kilt Pub & Eatery,-79.374978,43.6469296,ON,Toronto,0.84241414,-8.156501,-0.12731658255456377,0.7813499752915859,-0.2038529634096985,-0.2877679016488073,-0.11201938503914317,-0.7337766691487386,-0.10390530757896724,-0.13681929499429643,-0.20477544119796098,-0.03371377836084443,-0.20671724601060332,-0.32709286908919666,0.45003816998914575,-0.39007792389480456,-0.17196027072227987,-0.11983960241328194,0.3975799868424863,-0.1812649367821484,-0.1777358974749815,-0.05393848935338279,0.10893668604884905,0.41722194574064025
